C:\Documents and Settings\Wintest\Desktop\runs\201222Anna\20RGD-4.1.CSV

"Points","Elapsed Time ","Scan Time ","Disp  ","Load 2 ","E11    ","E12    ","E22    ","Axial cmd","Axial err",
"      ","Sec          ","Sec       ","mm    ","N      ","%      ","%      ","%      ","V        ","%        ",
     188,         4.6750,      4.6750,   0.003,     0.03,     0.00,     0.00,     0.00,      0.005,       0.01,
     189,         4.7000,      4.7000,   0.003,     0.04,     0.00,     0.00,     0.00,      0.005,       0.00,
     190,         4.7250,      4.7250,   0.002,     0.01,     0.00,     0.00,     0.00,      0.004,       0.00,
     191,         4.7500,      4.7500,   0.003,     0.00,     0.00,     0.00,     0.00,      0.003,      -0.02,
     192,         4.7750,      4.7750,   0.002,     0.02,     0.00,     0.00,     0.00,      0.003,      -0.00,
     193,         4.8000,      4.8000,   0.002,     0.01,     0.00,     0.00,     0.00,      0.003,      -0.00,
     194,         4.8250,      4.8250,   0.002,     0.01,     0.00,     0.00,     0.00,      0.002,      -0.01,
     195,         4.8500,      4.8500,   0.002,     0.03,     0.00,     0.00,     0.00,      0.002,      -0.01,
     196,         4.8750,      4.8750,   0.001,     0.03,     0.00,     0.00,     0.00,      0.002,       0.00,
     197,         4.9000,      4.9000,   0.001,     0.03,     0.00,     0.00,     0.00,      0.001,      -0.01,
     198,         4.9250,      4.9250,   0.001,     0.03,     0.00,     0.00,     0.00,      0.001,      -0.00,
     199,         4.9500,      4.9500,   0.001,     0.00,     0.00,     0.00,     0.00,      0.001,      -0.01,
     200,         4.9750,      4.9750,   0.000,     0.03,     0.00,     0.00,     0.00,      0.001,       0.01,
     201,         5.0000,      5.0000,   0.000,     0.03,     0.00,     0.00,     0.00,      0.000,       0.00,
     202,         5.0250,      5.0250,   0.000,     0.00,     0.00,     0.00,     0.00,      0.000,      -0.01,
     203,         5.0500,      5.0500,   0.000,     0.00,     0.00,     0.00,     0.00,      0.000,      -0.01,
     204,         5.0750,      5.0750,   0.000,     0.03,     0.00,     0.00,     0.00,      0.000,      -0.00,
     205,         5.1000,      5.1000,  -0.000,     0.02,     0.00,     0.00,     0.00,      0.000,       0.00,
     206,         5.1250,      5.1250,  -0.000,     0.02,     0.00,     0.00,     0.00,      0.000,       0.00,
     207,         5.1500,      5.1500,  -0.001,     0.03,     0.00,     0.00,     0.00,      0.000,       0.01,
     208,         5.1750,      5.1750,   0.000,     0.01,     0.00,     0.00,     0.00,      0.000,      -0.00,
     209,         5.2000,      5.2000,  -0.001,     0.02,     0.00,     0.00,     0.00,      0.000,       0.02,
     210,         5.2250,      5.2250,  -0.001,     0.01,     0.00,     0.00,     0.00,      0.001,       0.02,
     211,         5.2500,      5.2500,  -0.001,     0.03,     0.00,     0.00,     0.00,      0.001,       0.02,
     212,         5.2750,      5.2750,   0.000,     0.05,     0.00,     0.00,     0.00,      0.001,       0.01,
     213,         5.3000,      5.3000,   0.001,     0.03,     0.00,     0.00,     0.00,      0.002,       0.00,
     214,         5.3250,      5.3250,   0.001,     0.03,     0.00,     0.00,     0.00,      0.002,       0.00,
     215,         5.3500,      5.3500,   0.001,     0.02,     0.00,     0.00,     0.00,      0.003,       0.01,
     216,         5.3750,      5.3750,   0.001,     0.00,     0.00,     0.00,     0.00,      0.004,       0.02,
     217,         5.4000,      5.4000,   0.002,     0.03,     0.00,     0.00,     0.00,      0.004,       0.01,
     218,         5.4250,      5.4250,   0.003,     0.05,     0.00,     0.00,     0.00,      0.005,       0.01,
     219,         5.4500,      5.4500,   0.003,     0.03,     0.00,     0.00,     0.00,      0.006,       0.01,
     220,         5.4750,      5.4750,   0.003,     0.03,     0.00,     0.00,     0.00,      0.007,       0.02,
     221,         5.5000,      5.5000,   0.005,     0.01,     0.00,     0.00,     0.00,      0.008,       0.01,
     222,         5.5250,      5.5250,   0.005,     0.04,     0.00,     0.00,     0.00,      0.009,       0.01,
     223,         5.5500,      5.5500,   0.006,     0.01,     0.00,     0.00,     0.00,      0.010,       0.02,
     224,         5.5750,      5.5750,   0.006,     0.04,     0.00,     0.00,     0.00,      0.012,       0.03,
     225,         5.6000,      5.6000,   0.007,     0.03,     0.00,     0.00,     0.00,      0.013,       0.03,
     226,         5.6250,      5.6250,   0.008,     0.00,     0.00,     0.00,     0.00,      0.015,       0.02,
     227,         5.6500,      5.6500,   0.009,     0.01,     0.00,     0.00,     0.00,      0.016,       0.02,
     228,         5.6750,      5.6750,   0.010,     0.03,     0.00,     0.00,     0.00,      0.018,       0.03,
     229,         5.7000,      5.7000,   0.011,     0.01,     0.00,     0.00,     0.00,      0.019,       0.02,
     230,         5.7250,      5.7250,   0.013,     0.05,     0.00,     0.00,     0.00,      0.021,       0.01,
     231,         5.7500,      5.7500,   0.013,     0.03,     0.00,     0.00,     0.00,      0.023,       0.03,
     232,         5.7750,      5.7750,   0.014,     0.02,     0.00,     0.00,     0.00,      0.025,       0.04,
     233,         5.8000,      5.8000,   0.016,     0.04,     0.00,     0.00,     0.00,      0.027,       0.02,
     234,         5.8250,      5.8250,   0.017,     0.03,     0.00,     0.00,     0.00,      0.028,       0.02,
     235,         5.8500,      5.8500,   0.019,     0.03,     0.00,     0.00,     0.00,      0.031,       0.01,
     236,         5.8750,      5.8750,   0.020,     0.01,     0.00,     0.00,     0.00,      0.033,       0.02,
     237,         5.9000,      5.9000,   0.021,     0.03,     0.00,     0.00,     0.00,      0.035,       0.03,
     238,         5.9250,      5.9250,   0.022,     0.03,     0.00,     0.00,     0.00,      0.037,       0.03,
     239,         5.9500,      5.9500,   0.023,     0.01,     0.00,     0.00,     0.00,      0.039,       0.04,
     240,         5.9750,      5.9750,   0.026,     0.01,     0.00,     0.00,     0.00,      0.042,       0.02,
     241,         6.0000,      6.0000,   0.027,     0.03,     0.00,     0.00,     0.00,      0.044,       0.03,
     242,         6.0250,      6.0250,   0.028,     0.03,     0.00,     0.00,     0.00,      0.047,       0.04,
     243,         6.0500,      6.0500,   0.030,     0.03,     0.00,     0.00,     0.00,      0.049,       0.03,
     244,         6.0750,      6.0750,   0.032,     0.02,     0.00,     0.00,     0.00,      0.052,       0.04,
     245,         6.1000,      6.1000,   0.033,     0.01,     0.00,     0.00,     0.00,      0.055,       0.04,
     246,         6.1250,      6.1250,   0.037,     0.02,     0.00,     0.00,     0.00,      0.058,       0.02,
     247,         6.1500,      6.1500,   0.037,     0.05,     0.00,     0.00,     0.00,      0.060,       0.03,
     248,         6.1750,      6.1750,   0.039,     0.02,     0.00,     0.00,     0.00,      0.063,       0.03,
     249,         6.2000,      6.2000,   0.041,     0.04,     0.00,     0.00,     0.00,      0.066,       0.03,
     250,         6.2250,      6.2250,   0.043,     0.03,     0.00,     0.00,     0.00,      0.069,       0.04,
     251,         6.2500,      6.2500,   0.045,     0.03,     0.00,     0.00,     0.00,      0.072,       0.04,
     252,         6.2750,      6.2750,   0.046,     0.04,     0.00,     0.00,     0.00,      0.076,       0.04,
     253,         6.3000,      6.3000,   0.049,     0.04,     0.00,     0.00,     0.00,      0.079,       0.03,
     254,         6.3250,      6.3250,   0.050,     0.03,     0.00,     0.00,     0.00,      0.082,       0.05,
     255,         6.3500,      6.3500,   0.053,     0.03,     0.00,     0.00,     0.00,      0.085,       0.05,
